url,title,description,price,location,land_size,building_size,bedroom,bathroom,garage,carport,property_type,certificate,voltage_watt,maid_bedroom,maid_bathroom,kitchen,dining_room,living_room,furniture,building_material,floor_material,floor_level,house_facing,concept_and_style,view,internet_access,road_width,year_built,year_renovated,water_source,corner_property,property_condition,ad_type,ad_id
/properti/tangerang/hos16378626/,DIJUAL RUMAH DI KOMPLEK PERUMAHAN BARATA CILEDUK KOTA TANGERANG - VIA LELANG,Kami PT. TIGA CAHAYA BASUDARA adalah perusahaan yg bergerak dibidang jasa pemasaran dan penjualan asset cessie yg sudah bekerja sama dengan perbankan aset property cessie pengupayaan via lelang DIJUAL RUMAH DI KOMPLEK PERUMAHAN BARATA CILEDUK KOTA TANGERANG - VIA LELANG luas tanah : 145 luas bangunan : 128 status rumah : di huni dengan nilai yg kami iklankan itu meliputi biaya biaya antara lain : - jasa proses pengambilan asset - jasa perbantuan pengosongan asset diluar biaya biaya di antara lain : - balik nama - BPHTB - notaris - kerohiman info detail mengenai asset tersebut bisa hubungi kami.,980000000.0,"Ciledug, Tangerang",145 m²,128 m²,2.0,2.0,0.0,1.0,Rumah,SHM - Sertifikat Hak Milik,,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,0.0,,,,,,,,,,,,
/properti/jakarta-utara/hos16375038/,Cepat Rumah Di Danau Sunter 3.5Lantai,Dijual Cepat Rumah Di Danau Sunter 3.5 Lantai LT : 300 m2 (12*25) LB : +/-700m2 Listrik : 13.300 watt KT : 8 KM : 6 Car Port : 2 mobil Garasi : 2 mobil Row Jalan : 2 mobil Hadap : Timur SHM Semi Furnish Harga Jual : 13.5M (Nego),13500000000.0,"Sunter, Jakarta Utara",300 m²,700 m²,8.0,6.0,2.0,2.0,house,SHM - Sertifikat Hak Milik,13300.0,,,,,,Semi Furnished,,,3.5,East,,,,2 mobil,,,,,,,
/properti/tangerang/hos16322516/,"Dijual Rumah di Cluster Riviera Village Gading Serpong, Tangerang Selatan","Dijual Rumah di Cluster Riviera Village Gading Serpong, Tangerang Selatan LT : 99 ( 6 x 16,5 ) LB : 135 m2 3 kt + 1 kt + 1 gudang 3 km 2 lantai Water Heater Canopy Hadap Timur SHGB Harga Jual : 1,7M (nett price) Wa.me/6281381125xxx Sisca GP PIK - LE #jualrumah #rumahmurah #dijualrumahmurah #disewa #disewakanrumah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartement #properti #property #jabodetabek #gadingpropik #sisca #phg #pondokhijaugolf #summarecon #summarecongadingserpong #bsd #bsdcity #eminentprestigia #eminentprestigiabsd #villagadingserpong #paramountland #gadingserpong #rivieravillagegadingserpong #rivieravillage",1700000000.0,"Gading Serpong, Tangerang",99 m²,135 m²,3.0,3.0,0.0,1.0,Rumah,HGB - Hak Guna Bangunan,3300.0,1.0,0.0,0.0,0.0,0.0,,,,2.0,East,,,,,,,,,,,
/properti/jakarta-utara/hos16169759/,Dijual Rumah Sunter Agung Rapi Siap Huni,Dijual Rumah Sunter Agung Rapi Siap Huni LT : 205m2 LB : 270m2 KT : 4 KM : 4 Listrik : 4500watt Sumber Air PAM Carport 2 SHM Bebas banjir Jalan masuk 2 mobil Harga Jual : 6.15M,6150000000.0,"Sunter, Jakarta Utara",205 m²,270 m²,4.0,4.0,0.0,2.0,house,SHM - Sertifikat Hak Milik,4500.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,Jalan masuk 2 mobil,,,PAM,,,,
/properti/tangerang-selatan/hos16167988/,PERUMAHAN ROSEWOOD GARDEN CIPUTAT TANGERANG SELATAN - CASH AND CLEAN,"PERUMAHAN ROSEWOOD GARDEN CIPUTAT TANGERANG SELATAN - CASH AND CLEAN --- READY !!! . Luas Bangunan 50 Luas Tanah 73 K. Tidur 2 K. Mandi 1 . Lokasi Strategis : Dekat dengan Pintu Tol, Pasar, RSU, Stasiun, Pom Bensin dan Sarana Pendidikan. . Harga masih bisa dinegosiasikan saat kunjungan ke kantor kami. . Keunggulan beli asset : - Harga dijamin lebih murah di banding pasaran. - Sertifikat lengkap. - Terima beres sampai dapat sertifikat. . Untuk cek lebih banyak katalog atau jika ada yang ingin di tanyakan silahkan hubungi kami. . Free konsultasi seputar properti.",560000000.0,"Ciputat, Tangerang Selatan",72 m²,50 m²,2.0,1.0,0.0,1.0,Rumah,SHM - Sertifikat Hak Milik,,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,0.0,,,,,,,,,,,,
/properti/jakarta-utara/hos16096426/,Dijual Rumah Golf Island PIK The Chopin Signature,"Dijual Rumah Golf Island PIK The Chopin Signature Uk 10x25m2 3 lantai 3 kamar tidur 3 kamar mandi Ada Lift PPJB Harga Jual : 13,5M Wa.me/6281381125xxx Sisca GP Pik - RL #dijualrumah #dijualrumahgolfisland #jualruko #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #pik #pik2 #pik1#jakartautara #tangerang #rumahgolfislandpik #rumahgolfisland #agungsedayugroup #asg #sedayucity #dijualrumahgolfislandclusterthechopinsignature #golfislandclusterthechopinsignature",13500000000.0,"Pantai Indah Kapuk, Jakarta Utara",250 m²,600 m²,3.0,3.0,0.0,2.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",3500.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,3.0,,,,,,,,,,,,
/properti/jakarta-utara/hos16021836/,Dijual Rumah Di Kelapa Gading Jakarta Utara,Dijual Rumah Di Kelapa Gading Jakarta Utara LT 6x17 (102m²) 3 KT+1 2 KM + 1 PAM Listrik : Token Hadap : Barat Harga Jual : 2.3M Wa.me/6281381125xxx Sisca GP Pik - HR #dijual #dijualrumah #disewarumah #sewarumahkelapagading #jualrumah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #kelapagadingelok #gadingelokutara #kelapagading #pegangsaandua #jakartautara #kelapahibrida #kelapagadingmitra,2300000000.0,"Kelapa Gading, Jakarta Utara",102 m²,120 m²,3.0,2.0,0.0,1.0,Rumah,SHM - Sertifikat Hak Milik,2200.0,1.0,0.0,0.0,0.0,0.0,Unfurnished,,,1.0,West,,,,,,,PAM,False,,Dijual,
/properti/jakarta-utara/hos16021775/,"Dijual Rumah di Gading Elok Utara, Kelapa Gading Jakarta Utara","Dijual Rumah di Gading Elok Utara, Kelapa Gading Jakarta Utara LT : 9x18m 2 1/4lt LB : 220m2 5+1 KT 3+1 KM Carport 2 mobil Jalan depan rumah 3 mobil Hadap timur Fully furnished, terawat, siap huni Semua perabot yg nempel ditinggal Listrik 7700kva Sertifikat : SHM Harga jual : 4,75 M (nego)",4750000000.0,"Kelapa Gading, Jakarta Utara",162 m²,300 m²,5.0,3.0,0.0,2.0,Rumah,SHM - Sertifikat Hak Milik,5500.0,1.0,1.0,,,,Furnished,,,2.0,East,,,,3 mobil,,,,,"terawat, siap huni",dijual,
/properti/tangerang/hos16021719/,Dijual Rumah Nava Park Bsd Cluster Lydon Brand New Harga Termurah,Dijual Rumah Nava Park Bsd Cluster Lydon Brand New Harga Termurah Lt 465 m2 Lb 396 m2 5 kt 5 km Ada lift Hadap utara Masih cicilan kpr 48 kali. Akan di lunasin pemilik kl pembelian cash.,17500000000.0,"BSD, Tangerang",465 m²,396 m²,5.0,5.0,0.0,2.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",30500.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,North,,,,,,,,,,,
/properti/jakarta-utara/hos16018215/,Dijual Rumah di Sunter Mas 2 Lantai,Dijual Rumah di Sunter Mas 2 Lantai UK : 10x16m2 KT : 3+1kt KM 2+1 Hadap : Utara Semi furnish Harga Jual : 3.3M (nego) Wa.me/6281381125xxx Sisca GP PIK - AS #jualrumah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #jualkavling #kavlingpik #jualkavlingpik #kavkingsunter #danausunter #sunterhijau #sunterindah #sunterparadise #sunteragung #jualkavlingdanausunter #agungperkasa #jualkavlingsunter #sunterparadise #sunterbisma #sunterparadisetahap2 #sunterparadisetahapdua #agungbarat #sunteragungbarat,3300000000.0,"Sunter, Jakarta Utara",160 m²,200 m²,3.0,2.0,0.0,2.0,house,SHM - Sertifikat Hak Milik,3300.0,1.0,1.0,0.0,0.0,0.0,Semi Furnished,,,2.0,North,,,,,,,,,,,
/properti/tangerang-selatan/hos15844474/,Rumah 2 lantai siap huni di dekat Walikota Pamulang,"Dijual rumah Cendana Residence. Serua, Ciputat, Tangerang Selatan, Banten. Uk. 6x12m LT. 72 LB. 90 KT. 3 KM. 2 SHM Listrik 2200 W Air PAM Rooftop Carport. Semifurnish: -AC -Kitchen set -Lemari baju 3 pintu -Kasur -Lampu gantung -Water heater Selling point: -Dekat dengan pusat pemerintahan Tangerang Selatan, -10 menit ke Tol BSD -10 menit ke stasiun terdekat (Rawabuntu & Sudimara) -Ada fasilitas busway se-jabodetabek (Glad bus) EL 28sep23",950000000.0,"Ciputat, Tangerang Selatan",72 m²,90 m²,3.0,2.0,0.0,1.0,Rumah,SHM - Sertifikat Hak Milik,2200.0,0.0,0.0,1.0,0.0,0.0,Semi Furnished,,,2.0,,,,,,,,PAM,,,,
/properti/tangerang/aps3125550/,Dijual Apartemen Modernland Tengerang,Dijual Apartemen Modernland Tengerang luas 44.85 2 BR 3 AC & Kompor Harga Jual : 275jt (nego) Wa.me/6281381125xxx Sisca GP Pik #jualapartement #aprtementgreenlake ##aprtementgreenlakesunter #jualapartemenmurah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #jualapartement #apartemenmodernlandtangerang #apartemenmodernland,275000000.0,"Modernland, Tangerang",,45 m²,2.0,1.0,0.0,0.0,,HGB - Hak Guna Bangunan,,0.0,0.0,0.0,0.0,0.0,Semi Furnished,,,0.0,,,,,,2010.0,,,,Bagus,Dijual,aps3125550
/properti/bogor/hos15490409/,Dijual Rumah Bagus Murah 2Lantai Cluster Vivaldi Legenda Wisata,"Dijual Rumah minimalis moderen 2 lantai diperumahan legenda wisata cibubur Cluster Vivaldi Lokasi Strategis dalam Cluster yang Nyaman dan Aman dengan Security 24 jam one gate sistem dan CCTV Luas tanah 176 m2 ( 8m x 22m ) Luas bangunan ± 100m2 Kamar Tidur 3+1 (1 K.Tidur dengan K.Mandi didalam dengan Bathtub) kamar mandi 2 ada bathtub Surat SHM Air PDAM Listrik 2200 watt Hadap Timur Laut Carport depan 2 mobil dengan Canopy Jalur wifi ada Jalur tv kabel ada Rumah sehat ada taman halaman depan dan ada taman belakang Lokasi Strategis Persis Depan taman Cluster Dekat pintu gerbang Security. Fasilitas perumahan : 1 menit ke ATM center 1 menit ke ruko2 1 menit ke halte fider bus trans jabodetabek 3 menit ke gerbang depan 3 menit ke GS supermarket 5 menit ke kolam renang 5 menit ke lapangan golf 5 menit ke tempat ibadah 10 menit ke TSM (trans studio mall) cibubur Faslitas bus fider trans jabodetabek: Legenda wisata- senayan-blok M- sudirman Legenda wisata - BSD Legenda wisata - mangga dua Legenda wisata - monas-thamrin Legenda wisata- fatmawati- antasari-blok M legenda wisata - bandara soekarno hatta legenda wisata - tanah abang-senen Sudah pasti bebas banjir! Harga Rp 1,6 Milyar (Nego) Hub. 0822 9873 3xxx",1600000000.0,"Legenda Wisata, Bogor",176 m²,100 m²,3.0,2.0,0.0,2.0,Rumah,SHM - Sertifikat Hak Milik,2200.0,1.0,1.0,,,,Unfurnished,,,2.0,Northeast,,,Available,,,,PDAM,False,,Dijual,
/properti/tangerang/hos15256982/,"Dijual Rumah PIK2, Cluster Springville, Tahap 1","Dijual Rumah PIK2, Cluster Springville, Tahap 1 UK : 8*10m2 3+1 km 2+1 kt 4400watt ppjb furnish Harga Jual Cepat : 2.75M Wa.me/6281381125xxx Sisca GP Pik #jualrumah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #jualkavling #kavlingpik #jualkavlingpik #rumahpik #camar #walet #bahtera #kano #layar #kayara #pinisi #elanglaut #jualrumahpik #pik1 #pik2 #rumahclusterpik2 #clusterscarlet #clustermagenta",2750000000.0,"Tangerang, Tangerang",80 m²,100 m²,3.0,2.0,0.0,2.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",3300.0,1.0,1.0,0.0,0.0,0.0,Furnished,,,0.0,,,,,,,,,,,,
/properti/tangerang/shs3809767/,"Dijual Ruko Beryl Gandeng 2 unit Gandeng Serpong Summarecon, Depan PHG","Dijual Ruko Beryl Gandeng 2 unit Gandeng Serpong Summarecon, Depan PHG 10x16 4 lantai Udh Cor Full ke belakang Fully Furnished 4 Line Telp. Listrik 11.000 per unit Sertifikat HGB Harga Jual : 9 M Wa.me/6281381125xxx Sisca GP PIK - FN #dijualruko #dijualrumah #jualruko #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #c #rukigadaser #rukobsd #gadingserpong #tangerang #rukogadingserpong #rukoberyl #rukoberylphg #rukogadingserpong #tangerang #tangerangselatan #paramount #paramountland #summarecon #summareconserpong #beryl #rukoberylgadingserpong",9000000000.0,"Gading Serpong, Tangerang",160 m²,320 m²,2.0,2.0,0.0,0.0,,HGB - Hak Guna Bangunan,11000.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,2.0,,,,,,2010.0,,,,Bagus,Dijual,shs3809767
/properti/jakarta-selatan/hos15011839/,Dijual Rumah di Kavling Dpr Ciganjur Jakarta Selatan,"Dijual Rumah dikavling DPR Jl. Benda Ciganjur jakarta Selatan lokasi sangat baik jalan depan rumah 2 mobil dan bebas banjir. Bangunan Rumah masih kokoh dan kuat . Akses ke lokasi sangat mudah baik dari arah Rangunan maupun dari arah depok Lokasi sangat strategis sekali karena : - Dekat ke Pintu Tol Brigif dan Tol Beji depok terkoneksi ke Serpong dan Bandara - Dekat ke RS Marinir Cilandak , RS Siloam , RS. Fatmawaty dan RS Pondok Indah - Dekat ke Mall Pejaten Village, Mall CiTOS dan Mall Pondok Indah - Dekat ke Kebun Rangunan - Dekat ke Pusat Bisnis TB Simatupang . Akses ke Depok , Bogor , Lebak bulus , Pusat Kota Jakarta , Serpong dan Luar Jabodetabek sangat lancar. Untuk Info Hub : Pesta LR RW Kebayoran Blok M",4750000000.0,"Ciganjur, Jakarta Selatan",500 m²,350 m²,4.0,3.0,0.0,2.0,Rumah,SHM - Sertifikat Hak Milik,1300.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,0.0,,,,,2 mobil,,,,,kokoh dan kuat,Dijual,
/properti/jakarta-timur/hos14860792/,DIJUAL RUMAH 2 MUKA ( JALAN BASUKI RAHMAT DAN JALAN OTISTA 1),"DIJUAL RUMAH 2 MUKA ( JALAN BASUKI RAHMAT DAN JALAN OTISTA 1) LT : 466 m2 (13,5 x 34,5) LB : 216 m2 Kamar Tidur : 8 Kamar Mandi : 2 Garasi : 1 Carport : 1 Gudang : 1 Listrik : 2200 1 lantai Hadap : Selatan SHGB Keterangan : - jalanan lebar - jalan raya - harga tanah (rumah tua) Harga Jual : 7,5M nego",7500000000.0,"Otista, Jakarta Timur",466 m²,216 m²,8.0,2.0,1.0,1.0,Rumah,HGB - Hak Guna Bangunan,2200.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,1.0,South,,,,jalan lebar,,,,True,rumah tua,Dijual,
/properti/jakarta-barat/hos14860690/,"DIJUAL RUMAH DI CITRA GARDEN 1, KALIDERES, JAKARTA BARAT","DIJUAL RUMAH DI CITRA GARDEN 1, KALIDERES, JAKARTA BARAT LT. 90 m2 ( 6 x 15 mtr ) Bangunan 1¼ lantai KT 2 + 1 KM 2 + 1 Listrik 2200 watt Hadap Utara Harga Jual : 1,45M",1450000000.0,"Citra Garden, Jakarta Barat",90 m²,100 m²,2.0,2.0,0.0,1.0,house,SHM - Sertifikat Hak Milik,2200.0,1.0,1.0,0.0,0.0,0.0,Unfurnished,,,1.0,North,,,,,,,,,,,
/properti/tangerang/hos14783262/,Dijual Rumah di The Icon BSD - Deket Aeon Mall dan stasiun Cisauk,"Dijual Rumah di The Icon BSD - Deket Aeon Mall dan stasiun Cisauk Luas tanah: 112 Luas bangunan: 77 Brp lantai: 2 Kamar tidur: 3+1 Kamar mandi: 2+1 Listrik: token Surat: PPJB siap AJB Hadap: Selatan Furnish /kosong: Furnish (AC, meja kursi makan, sofa, tempat tidur, gorden, lemari pakaian) Harga: 2,15M (nego) Wa.me/6281381125xxx Sisca GP Pik - SL Wa.me/6281381125xxx Sisca GP Pik #jualrumahbsd #dijualrumahbsd #disewa #disewakanrumah #jualrumah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #vanya #vanyabsd #vanyaazura #azura #azurabsd #bsd #bsdcity #theicon #theiconbsd #aeonmalbsd #cisauk #bsd",2150000000.0,"BSD The Icon, Tangerang",112 m²,77 m²,3.0,2.0,0.0,2.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,1.0,1.0,0.0,0.0,0.0,Furnished,,,2.0,South,,,,,,,,,,,
/properti/jakarta-utara/aps2996245/,"APARTEMEN MEDITERANIA MARINA ANCOL TOWER D, VIEW HADAP ANCOL","APARTEMEN MEDITERANIA MARINA ANCOL TOWER D / VIEW HADAP ANCOL SIZE 62 M2 KT 2+1 KM 2+1 DIMENSI 7 X 9 LISTRIK 3500 WATT SHM HADAP TIMUR * VIEW BAGUS HADAP ANCOL (KALAU TAHUN BARU BISA KELIATAN KEMBANG API DENGAN SANGAT JELAS) * SEMI -FURNISH: - DI KAMAR UTAMA SUDAH ADA CUSTOM FURNITURE. - DI KITCHEN JUGA SUDAH ADA KITCHEN SET LENGKAP + KOMPOR + EXHAUST, ADA LEMARI PIRING + TEMPAT UNTUK TARUH DISPENSER - DI LIVING ROOM SUDAH ADA TV SET LENGKAP YANG TIDAK TERMASUK : - TV DAN ELEKTRONIK LAINNYA - KASUR, SOFA, MEJA MAKAN TIDAK TERMASUK SUDAH DIPASANGKAN KABEL NET PELINDUNG DI BALKON DAN JENDELA KAMAR-KAMAR (SEHINGGA SANGAT AMAN UNTUK ANAK-ANAK) 2 KAMAR TIDUR: -1 MASTER BEDROOM + 1 WC DALAM - 1 KAMAR ANAK + 1 WC DI LUAR 1 KAMAR PEMBANTU + 1 WC DALAM + LEMARI UNTUK MINI GUDANG DI LANTAI 2 ADA SWIMMING POOL + PLAYGROUND (COCOK UNTUK ANAK-ANAK) SUDAH SERTIFIKAT STRATA PERPANJANG HGB DIUTAMAKAN TERMS OF PAYMENT : CASH (bisa juga dibantu untuk KPA) Harga Jual : 570jt",570000000.0,"Ancol, Jakarta Utara",,62 m²,2.0,2.0,0.0,0.0,,HGB - Hak Guna Bangunan,3500.0,1.0,1.0,1.0,0.0,1.0,Semi Furnished,,,0.0,East,,Ancol,,,62.0,,,,Bagus,Dijual,aps2996245
/properti/jakarta-utara/hos14575215/,Dijual Rumah di Blok 5 Muara Karang,Dijual Rumah di Blok 5 Muara Karang LT : 120m2 (8x15) LB : 300m2 3.5 lantai full furnish Harga Jual : 5.2 M (nego) Wa.me/6281381125xxx Sisca GP Pik - AF #jualrumah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #jualkavling #kavlingpik #jualkavlingpik #rumahpik #camar #walet #bahtera #kano #layar #kayara #pinisi #elanglaut #jualrumahpik #pik1 #pik2 #rumahclusterpik2 #muarakarang #muarakarangblok5 #jualrumahmuarakarang,5200000000.0,"Muara Karang, Jakarta Utara",120 m²,300 m²,3.0,2.0,0.0,2.0,Rumah,SHM - Sertifikat Hak Milik,5500.0,0.0,0.0,0.0,0.0,0.0,Furnished,,,3.5,,,,,,,,,,,,
/properti/jakarta-barat/hos14508423/,"Dijual Apartment Town House Puri Mansion, Brand New 3 Lantai","Dijual Apartment Town House Puri Mansion, Brand New 3 Lantai UK : 142 m2 KT : 4 + 1 KM : 3 + 1 Full Furnished : AC, Kitchen Set, Bathtub, Car Port Facility: • 24-hours lobby & security • Swimming pool (indoor & outdoor) • Children pool • Basketball field • Jogging track • Minimart • Basement parking • Gym center, etc Harga Jual : 3,8M (nego) Harga Sewa : 150jt/th",3800000000.0,"Puri Mansion, Jakarta Barat",142 m²,142 m²,4.0,3.0,0.0,1.0,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",5500.0,1.0,1.0,1.0,,,Furnished,,,3.0,,,,,,,,,,Brand New,Dijual,
/properti/jakarta-pusat/aps2970108/,Apartment Mansion Kemayoran,"Dijual Cepat Apartment The Mansion Kemayoran, Tower aurora , UK : Luas 90m2 2 unit (sdh dijebol jd 1 unit) 2 bedroom 2 bathroom SEMI FURNISHED View city Lantai Sedang Harga Jual : 1.5m (nego)",1500000000.0,"Kemayoran, Jakarta Pusat",,90 m²,2.0,2.0,0.0,0.0,,"Lainnya (PPJB,Girik,Adat,dll)",,0.0,0.0,0.0,0.0,0.0,Semi Furnished,,,0.0,,,city,,,2010.0,,,,Bagus,Dijual,aps2970108
/properti/jakarta-utara/hos14395590/,"Dijual Rumah 3 Lantai Di Sunter Hoek, Brand New","Dijual Rumah 3 Lantai Di Sunter Hoek, Brand New LT : 160 (12,4 x 13, 3) LB : 255 KT : 5 + 1 KM : 4+1 PLN : 3500watt Toren : 1000L Hadap : Selatan Barat (HOEK) INSTALASI SOLAR HART PAM AC Harga Jual : 6,9 M (NEGO)-SK",6900000000.0,"Sunter, Jakarta Utara",160 m²,255 m²,5.0,4.0,,2.0,house,SHM - Sertifikat Hak Milik,3500.0,1.0,1.0,,,,Unfurnished,,,3.0,Southwest,,,,,,,,True,Brand New,Dijual,
/properti/jakarta-selatan/css3641373/,Gedung Baru ex Hotel,"Dijual gedung baru ex hotel (bintang 3) Spesifikasi Umum : Jumlah kamar 75 Jumlah meeting room 5 ruangan Restaurant 1 Hydrant ada Ruang genset ada Daya listrik 415 kva Lift brand KONE 2 unit Luas tanahnya 1065m2 Luas bangunan 2252 m2 Tinggi bangunan 24 meter SHGB sampai 2037 Selling Point : Lokasi strategis yang diapit diantara kawasan bisnis dan perkantoran Kuningan/Rasuna Said, Thamrin, Sudirman, Menteng, Matraman. Dekat dengan fasilitas kesehatan seperti rumah sakit, puskesmas, klinik dan laboratorium. Dekat dengan stasiun kereta Jabodetabek dan kereta bandara Akses cukup mudah karena dilalui fasilitas transportasi umum trans Jakarta.",100000000000.0,"Guntur, Jakarta Selatan",1065 m²,,,,,,,HGB - Hak Guna Bangunan,415000.0,,,1.0,,,,,,,,,,,,,,,,,Dijual,css3641373
/properti/depok/hos14059087/,"dijual cepat termurah di cinere, rumah tanah 350m2 dekat tol","Rumah siap huni lahan luas, akses mudah ke jabodetabek karena hanya 5 menit dari pintu tol brigif bebas banjir, lingkungan sekitar tenang, dgn satu gerbang masuk yg selalu dijaga Luas tanah 351 m2 harga termurah di area bukit cinere raya dekat ke berbagai fasilitas umum - pasar segar cinere - living world plaza - bank mandiri - sentra otomotif - cinere mall - rs puri cinere",1950000000.0,"Cinere, Depok",351 m²,122 m²,5.0,3.0,0.0,1.0,house,SHM - Sertifikat Hak Milik,,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,0.0,,,,,,,,,,,Dijual Cepat,
/properti/bekasi/hos13665295/,"Di jual rumah cimuning,jatiraden,margahayu,kota bekasi ready siap huni tanpa dp, dekat stasiun kereta,pintu toll,MRT, LRT, halte busway,dekat sekolah,pusat kuliner ,wisata dan bebas banjir rumah murah bekasi jabodetabek | Rumah123","Telah hadir perumahan cluster yang terletak di selatan jakarta tepat nya di kota Bekasi kota adem dengan hunian strategis,dengan keamanan one Gate sistem,dengan udara yang sejuk Dan hijau Dekat dengan pusat pemerintahan bebas banjir udara sangat sejuk Dekat dengan stasiun kereta,pintu toll, Dan halte busway ada ada Dekat pintu toll dengan hunian konsep minimalis konsep syariah dengan lingkungan yang sehat ""Dekat dengan sekolah sekolah modern hunian bernuansa tropic"" sangat asri Dan Dekat mall , pusat Kuliner, & perbelanjaan",590000000.0,"Cimuning, Bekasi",80 m²,50 m²,3.0,1.0,0.0,1.0,Rumah,SHM - Sertifikat Hak Milik,1300.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,0.0,,"Minimalis, Syariah",,,,,,,,,,
/properti/jakarta-utara/aps2890903/,Dijual Apartement Gold Coast,"Dijual Apartement Gold Coast 2BR Uk : 68m View : Laut & Pool Lantai Rendah Semi Furnish ( Ac, kitchen Kabinet, Water Heater) Harga Jual: 2,4M (nego/ Wa.me/6281381125xxx Sisca GP Pik - SL #apartementgoldcoast #jualapartementgoldcoast #apartementgoldcoastpik #jualapartement #aprtementpik #jualrumah #rumahmurah #kpr #jual #rumah #tanah #kavling #pabrik #ruko #gudang #perkantoran #kantor #apartemen #properti #property #jabodetabek #gadingpropik #sisca #jualkavling #kavlingpik #jualkavlingpik #jualrumahpik2 #pik2 #rumahclusterpik2",2400000000.0,"Pantai Indah Kapuk, Jakarta Utara",,68 m²,2.0,1.0,0.0,0.0,,"Lainnya (PPJB,Girik,Adat,dll)",,0.0,0.0,0.0,0.0,0.0,Semi Furnished,,,0.0,,,Laut & Pool,,,2018.0,,,,Bagus,Dijual,aps2890903
/properti/bogor/hos13590373/,Rumah Dengan Keamanan CCTV 24 jam dan One Gate System Surat Shm,Halo warga JABODETABEK Mau punya rumah yang cicilannya 3 jutaan Lokasi tidak jauh dari Jakarta Type Lavender 48/125m² Fasilitas Cikeas Residence tak kalah menarik karena lengkap dengan : • Taman bermain dan terbuka hijau • Musholla yang berada di dalam perumahan • Keamanaan CCTV 24 JAM • One Gate System (Card) • Double Dinding Promo special Untuk HARI INI ☞ DP min 10% all in dan Cicilan mulai dari 3jt'an ☞ Free biaya Proses KPR ☞ IMB sampai Balik nama SHM ☞ Free AC ☞ Surat SHM,940000000.0,"Cikeas, Bogor",125 m²,48 m²,2.0,1.0,0.0,1.0,Rumah,SHM - Sertifikat Hak Milik,1300.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,0.0,,,,,,,,,,,,
/properti/jakarta-timur/shs3526932/,Jual Ruko Gandeng Murah 2 Lantai Luas 9x14 The Savoy Jgc Cakung,"Jual Cepat Ruko Gandeng Murah 2 Lantai Siap Pakai Dengan Luas 9x14 Di The Savoy JGC Jakarta Garden City Cakung Jakarta Timur Ruko Gandeng Bagus Harga Miring Lokasi Sangat Strategis Lingkungan Aman dan Nyaman Cocok Untuk Tempat Tinggal Berikut Usaha Atau Kantor Bangunan : 2 Lantai Luas Tanah : 126 m2 Dimensi : 4,5 x 14 x 2 Luas Bangunan : 180 m2 Kamar Tidur : 4 Kamar Mandi : 4 Listrik : 2.200 Watt x 2 Air : PAM Hadap : Timur Harga Jual : 3,9M Nego Tipis",3900000000.0,"Cakung, Jakarta Timur",126 m²,180 m²,4.0,4.0,0.0,0.0,,SHM - Sertifikat Hak Milik,2200.0,0.0,0.0,0.0,0.0,0.0,Unfurnished,,,2.0,East,,,,,,,PAM,,Bagus,Dijual,shs3526932
